employee_id,Self: Inspire with Purpose,Self: Drive for Results,Self: Own the Outcome,Self: Speak Up and Listen,Self: Lead with Empathy,Self: Grow Others,Self: Bridge Across Boundaries,Self: Act with Integrity,Self: Make it Simple,Self: Lead Change Fearlessly,Self: Learn and Adapt Fast,Self: Champion Diversity,Manager: Inspire with Purpose,Manager: Drive for Results,Manager: Own the Outcome,Manager: Speak Up and Listen,Manager: Lead with Empathy,Manager: Grow Others,Manager: Bridge Across Boundaries,Manager: Act with Integrity,Manager: Make it Simple,Manager: Lead Change Fearlessly,Manager: Learn and Adapt Fast,Manager: Champion Diversity,Peers: Inspire with Purpose,Peers: Drive for Results,Peers: Own the Outcome,Peers: Speak Up and Listen,Peers: Lead with Empathy,Peers: Grow Others,Peers: Bridge Across Boundaries,Peers: Act with Integrity,Peers: Make it Simple,Peers: Lead Change Fearlessly,Peers: Learn and Adapt Fast,Peers: Champion Diversity,Reports: Inspire with Purpose,Reports: Drive for Results,Reports: Own the Outcome,Reports: Speak Up and Listen,Reports: Lead with Empathy,Reports: Grow Others,Reports: Bridge Across Boundaries,Reports: Act with Integrity,Reports: Make it Simple,Reports: Lead Change Fearlessly,Reports: Learn and Adapt Fast,Reports: Champion Diversity
emp144384,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4.481659475,4.089712908,4.005312417,4.402946652,4.453048825,4.47325729,4.560788713,4.029264983,3.665973195,3.796340068,4.181173475,4.100761931,3.793598852,3.875598206,4.463306344,3.875349322,4.716612399,4.716612399,4.089100782,4.035438235,3.846743605,4.364534878,4.298307133,4.716612399
emp149543,4,5,5,5,4,4,4,5,4,4,5,5,4,3,4,4,3,4,4,3,4,4,4,4,3.659399354,4.45965629,3.739114521,3.661330611,4.312711548,3.121859119,3.257042137,4.03933416,3.646353604,4.216214254,4.379835247,4.492633942,4.396689105,4.778785468,3.471105833,4.211298012,4.520667892,4.204109106,4.357332721,4.441078568,3.879258425,4.778785468,4.535809344,3.825839161
emp143514,4,5,4,4,4,4,4,4,4,4,5,5,4,3,4,3,4,4,4,4,3,4,4,3,3.990904321,3.869577867,4.204382338,3.541657314,4.319543463,3.668441716,3.189274639,4.564471752,3.488123615,4.564471752,3.486107046,3.533171541,3.722407494,4.599678979,4.009109216,3.401419208,4.272705037,4.076100868,3.230422594,3.831267806,3.800228038,4.50878236,4.598411498,4.515427232
emp150427,4,4,4,3,4,5,3,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4.298723555,4.345914806,4.669909127,4.108559937,4.15830277,4.306009752,3.421966008,3.576287476,4.077071955,4.461553909,4.424959917,4.04271404,3.512807857,3.698311097,4.830191106,4.217056599,3.844516115,4.475927626,4.057500044,3.840249199,4.483859546,4.171801857,4.140557987,4.502863926
emp149137,5,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3.518390827,4.502208967,4.062168095,4.679251028,4.638361031,4.007789733,3.577098065,4.845128297,4.229815981,4.136950564,4.420805593,4.20516973,4.721525299,4.521944702,4.721525299,4.721525299,4.161138797,4.537248126,3.764095664,4.568174496,3.884139819,4.721525299,4.172092355,3.911448342
emp147871,4,5,5,4,4,4,4,4,4,4,5,5,4,4,5,4,4,3,3,5,4,4,4,4,4.543642979,4.621023479,4.254806007,4.004642995,4.247702415,4.264682462,3.216580316,4.071090797,4.159952645,3.688294628,4.805802655,4.645889997,4.384034768,3.897796069,4.641533557,4.090553488,4.641533557,3.769812401,4.312690177,4.060785368,4.255097898,4.072456074,4.641533557,4.494013465
emp147139,4,4,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3.715446319,3.409745362,3.4133939,3.720950918,4.460272346,3.487783159,3.959668594,3.837355197,3.471854584,4.460272346,3.995809284,3.954018307,3.010060843,4.101927848,4.008631582,4.199127955,3.031028525,3.892862669,3.235982663,4.308827124,3.830866412,3.150450218,4.081797293,3.798043401
emp134339,4,4,5,4,4,4,3,5,5,3,5,4,4,4,5,4,4,4,3,5,4,5,3,4,3.699947466,4.544449859,4.287739655,3.865977311,4.427113421,3.638597544,3.587475553,3.479709254,3.56927868,3.593445796,3.641535732,4.544449859,4.015107136,3.520579802,4.582316002,3.805047706,4.353838864,3.519535024,4.041826483,3.745683464,3.802391601,3.813426202,3.58049612,4.378198038
emp149568,4,4,4,4,4,4,4,5,4,4,5,4,4,5,5,5,3,4,4,4,5,5,4,4,4.228963333,3.954385684,4.753978463,4.130953818,4.120108908,4.253212921,4.359825623,4.573223549,3.839904782,4.17383629,4.531246931,3.548075039,4.612582311,5,5,4.048129825,4.109003869,4.59581988,3.586839338,4.6029074,4.528837954,4.579962115,4.600978464,4.441717901
emp134889,4,5,4,4,5,5,4,5,4,5,4,5,4,5,5,5,5,4,4,5,4,5,4,4,4.530397756,4.286891158,4.131583011,4.586124444,4.104331327,3.994108934,3.753859239,4.660879391,4.138028382,4.352267517,4.838970831,3.799777742,4.150952371,4.913804417,3.940235555,3.983511919,4.842419852,4.121195559,4.356626636,4.623457671,4.303212955,4.912674237,4.840637681,4.294369783
emp145374,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4.164808806,3.684575961,4.746230409,4.627553069,3.533768735,4.506576278,3.872481598,4.464308462,3.678820331,4.277981833,3.372606089,4.024847819,4.432259257,4.671185497,4.671185497,3.594248828,4.192056553,3.956808407,3.328148497,4.067715763,4.056411942,4.663126622,4.142560221,3.73013605
emp148343,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4.454472788,4.726364304,3.896842173,4.440383225,4.801446529,3.51438452,3.863853846,4.055463169,4.091370108,3.533527194,3.733921884,3.946940476,4.074260315,4.82359573,4.75728231,4.245121528,4.228490804,4.077865698,3.834950623,4.612813961,4.82359573,4.82359573,4.173527047,4.133423853
emp150990,3,4,4,5,4,5,4,4,5,4,4,4,4,5,5,4,4,4,4,5,5,5,5,4,3.890304569,3.743349703,4.149679749,4.692713614,3.857848445,4.117977309,4.733459323,4.243910737,3.677935325,4.265742153,4.733459323,4.026840969,3.613585378,4.671542474,4.839602914,4.507732727,3.745783152,3.823772615,4.110232743,4.342762456,4.1187651,4.698647037,4.847700143,4.623511302
emp148877,4,5,5,4,5,4,3,4,4,4,4,5,4,4,4,4,3,4,3,5,5,4,4,4,3.615364976,3.962972879,3.601718887,3.550460168,4.277152055,4.242067909,3.647602359,4.413061095,3.990658666,4.475703663,4.341109639,3.954363986,4.304294639,3.734639624,3.886955783,4.032085499,3.772665534,4.069381222,3.717653514,4.536360438,4.428834018,4.000918142,4.717564864,4.749925801
emp136552,4,4,5,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,5,3.141559123,3.645546933,4.153064309,3.111064478,3.856813094,3.704059266,3.805159672,3.9398227,4.385975515,4.244561608,4.243274442,4.235188919,3.555187754,4.450983896,3.967229015,4.20973247,3.958963898,3.956437369,4.08021939,4.807959581,4.034552897,4.650918938,4.575481812,3.962150264
emp151087,4,5,4,4,4,5,4,5,4,5,4,4,4,5,4,5,4,4,3,4,4,4,5,4,3.954009583,4.531264158,3.929158407,4.167442207,3.990335202,4.476586828,3.923211496,4.357507093,4.690173804,4.599996035,3.998435105,4.430304719,4.213496062,4.493202239,4.65121168,4.2806919,4.116067513,3.948618197,3.607514804,3.836348714,3.172624863,4.366278702,4.463316814,4.65121168
emp142686,4,4,4,5,4,5,4,4,4,4,4,4,3,4,3,5,5,3,3,4,4,4,4,4,4.095576266,3.959639564,3.747074485,3.986964589,3.730602637,4.171099634,3.387784593,4.291067654,3.649818549,4.599678211,4.605488605,4.344353429,3.92958106,3.974651412,4.024665186,3.938427971,3.931610877,4.268160927,4.096897261,4.087509578,4.049737165,3.43546208,4.10960687,4.50321059
emp135760,4,5,5,4,4,4,4,5,4,5,5,4,5,4,5,4,4,4,4,4,4,4,5,4,4.024268904,3.83748094,3.735073268,4.384132873,3.696616445,4.569703437,2.939577603,3.691765416,4.011747672,4.452195341,3.77943342,3.915946816,4.304001056,4.665114615,4.78000054,4.245010962,4.349844773,4.78000054,3.461770377,4.528239982,4.556510986,4.215266247,4.572935299,4.78000054
emp148894,4,5,5,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4.048651592,3.572923704,4.218588966,3.522152559,3.720323466,3.300069322,3.541897122,4.251412885,3.591014301,4.248801707,3.319143834,4.042091898,2.833523907,4.294138504,3.381695313,4.223291097,3.348605523,2.783317343,3.933267999,3.456755737,3.794850798,4.34316077,4.148498854,3.548330359
emp150048,3,5,5,4,5,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,5,5,4,3.926940161,4.190702542,4.32181307,4.143619625,4.229443869,4.657048812,4.358916391,3.91164271,4.049322102,4.121400791,4.593843468,3.863522837,4.517520821,4.831269655,4.894758448,4.878963671,4.894758448,4.277585971,4.361157621,4.894758448,4.072250873,4.145876039,4.894758448,4.444766171
emp145720,4,4,4,5,5,4,4,5,4,4,5,4,4,5,5,4,5,4,4,5,4,5,4,3,4.672582438,4.535665537,4.526515273,3.967525161,4.144084409,4.061049372,3.396957979,4.672582438,4.010746895,3.904678196,4.672582438,3.704289651,3.781344984,4.26545292,4.004197298,3.964183724,3.835832144,4.12528633,3.607114659,4.463937422,4.579535385,4.844475553,4.053492812,4.079510553
emp140207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,3.895710405,3.767784824,3.489036771,3.521998966,4.173405267,4.133725464,3.286413006,4.28413902,3.468932023,3.538625913,4.360643764,3.683692578,3.198827453,4.297587802,4.474397707,3.788523524,4.260002284,4.071574631,3.220249059,4.46022832,3.808100344,4.647452577,4.065798018,4.292289498
emp143338,4,4,4,4,4,4,4,4,5,3,4,5,4,5,4,3,4,4,3,5,4,5,4,4,3.835067064,3.51377098,3.47633358,3.589662966,4.502666823,4.60814019,3.40989622,4.28517953,4.192441948,4.60814019,4.304735881,4.12130621,4.279393424,4.739368536,4.160662255,4.031196888,3.278224954,4.20671721,4.039547717,4.399943581,3.719970149,3.693933163,4.355434521,4.136864485
emp144073,4,5,5,4,5,5,4,5,4,4,5,4,3,4,4,4,4,4,3,5,5,4,4,4,4.472315138,4.200025405,4.299534974,3.787082605,4.303591677,4.37473592,4.065158383,4.523283281,4.485296627,4.554180406,4.399003034,4.555387759,4.82608274,4.119194822,3.93333224,4.214220627,4.676890206,4.399471486,4.007437558,4.625066539,3.492096244,4.411440665,4.747427325,4.2258461
emp148734,4,5,4,4,4,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4.634659807,4.261031583,4.184537916,3.962322564,4.525981396,4.315841856,3.992225494,4.115968167,4.43463542,4.109003635,4.634659807,3.602345417,4.147934684,4.582311344,4.612982694,3.985462055,4.747385157,3.325220548,3.846193136,4.678102641,3.328466824,4.191304478,3.932573589,4.546882702
emp147451,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4.177438322,4.666074689,4.294107871,4.496291727,4.358564068,3.191019475,3.202723558,4.510803075,4.204253045,4.258600703,3.491169224,3.18349607,3.85049352,4.059875286,4.119558332,4.391539134,4.328143281,4.475603015,3.66676817,4.100797343,3.876507436,4.653389871,3.970128945,4.255194044
emp135276,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4.035365483,4.450100482,4.361406345,3.554135383,4.267925681,3.797929353,3.654811429,3.823232905,4.340144849,4.646417227,4.24838479,4.374635917,3.558312214,4.24240251,4.196043467,3.952416366,4.391868765,3.519188276,2.998381005,4.199841621,3.951247304,4.23835693,3.763462195,4.135178685
emp150512,4,4,5,5,4,4,4,5,4,5,4,5,4,5,4,4,4,4,5,4,4,4,5,3,4.815924965,4.218994067,4.113192457,4.886669843,4.765574415,3.745213173,3.960538527,4.535665734,3.911690819,4.600520389,4.781157025,3.674152043,4.424910216,4.182350974,3.946733615,3.868576137,4.338404759,4.746929073,3.364474651,4.684327836,3.147647871,4.186019549,4.765621902,4.421915679
emp146345,4,5,4,5,4,4,4,5,5,4,4,4,4,4,4,4,5,4,3,5,4,5,4,4,3.737533626,4.342917363,3.605340819,3.59437121,3.52363144,4.395494281,3.662982984,4.206198543,4.429455461,4.306314149,4.145211383,4.137152928,4.407149369,3.883113303,4.220344038,3.938739108,4.354877828,4.648737279,4.054731787,4.016092713,3.605889115,4.434215074,4.338916666,4.057458255
emp148234,4,4,5,4,3,4,3,4,4,5,5,4,4,4,3,4,4,4,3,4,3,4,4,4,3.592186418,3.536694658,3.940916601,3.592588934,3.379684734,3.937849447,3.663544898,4.077377199,3.892219562,3.897853458,4.551600997,4.240881682,3.990312877,4.581741623,4.311948394,3.07021679,4.581741623,3.311619418,3.110507181,4.581741623,4.000924116,4.581741623,4.581741623,4.581741623
emp149223,4,4,5,4,4,4,3,5,3,4,4,4,5,5,4,5,4,4,4,4,5,4,4,4,4.084060295,4.701143064,4.563869323,4.105521682,4.818427841,4.304791126,4.008696688,4.1425107,4.290083872,4.818427841,4.589623999,4.818427841,4.707615172,4.187416895,4.202133258,3.625882562,3.541589454,4.429644968,2.998173099,4.10868967,4.055151202,4.683944585,4.726278852,3.804231453
emp151065,5,5,5,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.17627769,4.700833831,4.072927684,4.700833831,4.685113269,3.558371483,4.226173333,4.561089433,4.276022072,3.293327353,4.122671013,4.241606925,3.779810093,4.167663846,4.730031536,3.618187606,4.584613991,3.641164942,4.151351763,3.713617426,4.604496683,4.491225978,4.349537265,4.742962703
emp138125,4,4,5,4,5,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,5,5,4,3.869637817,4.686928673,4.686928673,3.781910557,4.679748158,4.04856235,3.793920778,3.473529651,4.188615829,4.527964403,4.392569519,4.075282523,3.94833899,3.59976516,3.943942259,3.977577558,4.690782002,3.841981516,4.002638709,4.344041136,3.979106442,3.496675161,4.390194975,4.26815225
emp145575,3,4,4,3,5,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3.914206494,4.586901812,3.324751662,4.367094621,4.586901812,3.928451912,3.145812384,3.64552721,4.003652337,4.167219276,4.586901812,3.768711137,3.741717128,3.375445918,3.706233959,3.750081976,3.985431142,3.446029517,3.272861989,4.234029202,4.20375507,4.619631163,3.599240342,4.090791365
emp149245,4,4,5,3,5,4,4,4,5,4,5,4,4,5,4,4,5,4,4,5,4,5,5,4,4.194240285,4.722271969,4.037207587,4.250818305,3.901954728,4.722271969,4.177614443,4.722271969,3.527489883,4.096416428,4.607253171,4.251725147,4.522217767,4.666297208,3.458691889,3.64816013,4.302512055,3.449062288,3.816576671,4.571868258,4.666297208,3.987168073,4.515972882,4.354802857
emp144013,4,5,5,4,4,4,4,5,4,5,5,5,3,4,4,3,4,4,4,4,4,5,4,5,4.656544441,4.468691536,4.656544441,4.281833487,4.234159073,4.555865921,4.107773588,3.156822297,4.141954002,4.656544441,3.018836902,4.063351882,4.237096478,4.475094419,4.171464568,4.557560673,4.38732929,4.068807965,3.809283484,4.771895087,4.025347211,4.629164356,3.878854519,4.019054899
emp140051,4,4,5,4,5,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,4,5,4,4,3.578306634,3.766212665,4.063912597,3.461128289,4.457023458,3.647659028,2.735773686,4.125010116,3.432623232,4.404694149,3.674400634,4.095072575,3.837141402,3.746803792,3.607929645,3.135638333,3.958387723,4.538536566,3.880298637,3.912636662,3.53805617,4.154729018,3.535642542,4.518483219
emp141916,5,4,5,3,4,3,4,4,4,5,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3.203766802,4.121639966,4.528399285,4.439242172,4.528399285,3.700301247,3.507947413,4.528399285,4.164769232,4.152723245,3.762484993,4.528399285,4.132845422,4.105475794,3.987534062,4.544306181,4.141569571,4.034206778,3.436935533,4.415310339,3.518276099,4.482673535,4.554763705,3.251252559
emp142383,3,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3.670633004,3.215165682,4.47040354,3.280001821,4.47040354,4.245611576,3.181494777,4.387012635,3.368331234,4.47040354,3.880418286,4.143239628,3.814763371,4.100906375,4.374106541,4.136319367,3.064373276,4.17391099,4.324897225,3.053898724,4.001803238,3.893485477,3.413998998,4.409823516
emp148989,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,4,5,3,4,5,4,5,5,5,4.458501412,4.222233155,4.677623412,2.893478137,3.546484667,4.647854003,4.119637951,4.375082626,4.348843952,4.435927505,4.151917482,4.408143338,3.867754018,4.660775935,4.094545443,4.425210691,4.241795956,4.292819783,4.256166452,4.057887887,4.243207212,4.747716247,4.356115223,3.623252859
emp147238,4,4,5,4,4,4,4,5,5,4,5,4,3,3,3,4,3,4,4,4,4,4,4,3,3.553346682,3.685235238,4.270111126,4.176120963,3.5096982,3.657538764,3.56692329,3.957342989,4.166515326,3.665389937,4.19420359,3.50341569,3.243252947,3.974477823,3.396104764,4.038228236,4.161073146,3.730701219,3.499676939,3.6286826,3.864097071,4.191704976,3.994421583,4.444396841
emp143662,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,5,4,3,5,4,4,5,4,3.886203278,4.495789227,4.270588021,4.285192027,4.400333096,3.525382913,3.489054668,4.274304369,3.849935221,4.080745216,4.139999056,4.785788181,4.557147033,4.414076502,4.646290434,4.282679271,3.793477784,4.061865849,4.08646462,4.759068338,4.241968586,4.400283407,4.564850341,4.858678066
emp149679,4,4,5,4,5,4,4,5,4,5,4,4,3,4,4,4,4,4,4,4,4,5,5,4,3.82894357,4.330641576,4.148482775,4.208049711,3.50850567,4.106204577,3.440662405,3.70219457,3.644519984,3.957237733,3.653732975,4.518574131,4.26602598,4.18332061,4.627229374,3.8870642,3.85356345,4.627229374,4.109711362,3.812027448,3.926628151,4.551118153,4.627229374,4.627229374
emp135608,5,5,5,4,4,4,4,4,4,4,4,3,4,5,5,3,4,4,4,5,4,4,4,4,3.875442976,4.604561119,4.487424906,3.95045907,4.081688414,3.87092545,4.107556597,3.780488135,3.79083993,4.270195967,3.713161423,3.878377423,3.980179732,4.248447341,4.384277379,3.645436998,4.202368946,4.076134172,3.450783121,3.881154234,3.942912521,4.107870771,4.673384517,3.955942042
emp139521,3,5,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4.271147798,3.016120979,4.187026174,3.686453386,4.110733789,3.953480532,3.236502319,4.122849565,3.874277456,3.858251002,4.465917647,4.084401776,3.988892831,3.648842787,4.250959218,2.628771097,4.125922241,3.896346288,3.687003313,4.565456122,3.88017009,4.434807602,3.918184893,3.974399335
emp142264,5,5,4,4,4,5,4,4,5,4,5,4,4,4,4,5,5,4,4,4,4,4,3,4,4.332359453,4.966172529,4.360015873,4.693558373,4.113715212,4.400130918,4.222732728,4.611897416,4.966172529,4.899702971,4.149579165,4.257494071,4.792268899,4.413178585,4.355316878,4.099411113,4.252530462,3.752000582,4.426920032,4.606067536,4.207513423,4.343357774,4.157498302,3.897261613
emp146905,4,4,5,5,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,5,4,4,5,5,4.713504005,4.963832203,4.766577175,3.581567212,4.963832203,4.523284937,3.658465785,4.699592409,4.06501459,4.526235961,3.979649932,4.029156057,3.514486143,4.762938772,3.862389949,3.622052777,4.549533035,3.811743714,4.054225276,3.818805306,4.007528785,4.315713183,4.626586508,4.762938772
emp142279,4,4,5,5,4,5,4,3,4,4,5,3,4,4,5,4,4,5,3,5,4,4,5,4,4.398313989,4.126688206,4.418755224,4.115488891,4.227742727,4.087514661,3.605198458,3.178663631,4.674815107,4.674815107,3.915800844,3.694271015,3.353309432,4.187500866,4.633925413,4.27167839,4.82092983,4.501413957,3.64943954,4.257317293,4.051442244,4.588083016,3.879950659,4.25183289
emp129097,3,4,4,4,4,4,4,5,4,4,4,4,3,4,5,4,4,4,4,4,5,4,5,5,4.157453081,4.066291497,4.447159872,4.242437693,3.755999276,4.741583995,3.903115487,4.270114151,4.316749855,4.545214248,4.445845324,3.825397476,3.499203448,3.529451405,4.506552432,3.94512411,3.513902298,3.926250704,3.238702173,3.592908874,4.345492948,4.068108747,4.235009718,3.678350591
emp147888,4,4,4,4,5,4,2,4,4,4,4,4,4,5,5,5,4,5,3,4,4,5,4,4,3.615312462,4.172665939,3.752937097,4.220740771,4.143111636,4.49616026,3.66722072,3.669246432,3.77287039,4.037959724,4.721452747,4.3067014,4.536069532,4.143572228,4.530430092,4.314842153,4.676157927,4.140647976,4.113006748,4.838274229,4.409117464,4.209841128,4.419989728,4.341884488
emp145203,4,4,4,3,4,3,4,5,4,4,3,5,4,4,4,3,4,4,3,4,4,4,4,4,3.76294769,3.972164029,4.341496011,3.363558693,4.284431212,3.843820942,3.883301822,4.565513816,3.294289809,4.515647816,4.668916279,4.535507785,4.354086739,4.47688627,4.239000605,4.143873262,4.487399315,3.582902672,3.170513322,4.43044769,3.636368348,4.53264048,4.611814438,4.102464514
emp150279,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3.798201474,4.100178309,4.443030806,3.839632129,3.576752562,3.634198298,3.030719212,4.096973249,3.321983835,4.383213644,4.443030806,3.678934402,4.351949462,4.267533971,4.365911158,3.852186605,4.427194248,3.515951962,3.476213673,3.953644864,3.923824502,4.508706454,4.508706454,4.242460168
emp145083,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,3.557915366,3.61927632,3.943564503,3.930760828,4.384891177,4.216764795,3.879072524,3.385514401,3.239912079,3.752379815,4.033089099,3.489104556,3.758052401,3.635896673,4.446435389,4.217341152,4.506831315,3.778871916,3.689127279,4.516546741,3.252801322,4.21450895,4.516546741,3.717498011
emp147758,5,5,5,5,5,4,4,4,3,4,5,5,5,4,4,5,4,5,4,4,5,5,4,4,4.056332405,4.292057187,4.79446311,3.516861736,4.898093916,3.989721581,4.067850622,4.398320488,4.628203386,4.563261603,4.429095136,4.898093916,4.798867725,4.798867725,4.673814736,4.721651224,4.703603302,4.798867725,3.427455024,4.50436486,3.594773278,4.2584418,3.855367047,4.148430847
emp143285,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,3.857476873,4.334585572,4.012923334,4.094901342,4.295502503,3.881637931,4.002549933,4.721041564,3.86895772,3.639835801,4.365853294,3.934506923,3.919366616,4.707268596,4.641009808,4.199618632,4.701470187,4.828592965,4.108676587,4.388855622,4.235378517,4.511908185,4.363324815,4.10648325
emp140748,5,5,5,5,4,4,5,4,4,4,5,4,3,5,4,4,4,3,4,4,4,4,5,4,3.987060888,4.767257315,3.392429398,3.819673518,4.211976652,3.883263327,4.166642033,4.255705201,3.974004704,4.419401602,4.081535262,4.403687926,3.532273228,4.750235129,4.595509035,3.623653784,4.390730794,4.025282776,4.693925524,4.118907267,4.247546454,4.503089039,4.774441131,4.488428047
emp147499,4,5,5,4,4,5,4,4,4,4,5,4,4,5,5,4,5,4,4,4,4,5,4,4,4.272342836,4.063013417,4.102291526,4.226526916,4.261417974,3.668569625,4.462425151,4.07661954,4.638888941,4.408011515,3.938854388,4.290321992,4.001873518,3.588818796,4.086421882,4.100980188,4.739306661,4.48930883,3.543214454,4.390571285,4.127809485,4.308338526,4.215426641,3.912853238
emp139664,4,5,4,5,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,5,5,5,4,4,4.297190354,4.786582135,4.493127669,3.495865682,4.133700315,4.062986667,3.402003805,4.221828462,4.621262087,4.700116703,4.566745733,4.15279349,4.08947461,4.304794717,4.63635788,3.822158196,3.534593346,4.107219092,4.526761923,4.334412757,3.952971783,3.473766049,4.39565386,4.079567975
emp146544,4,5,5,4,3,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3.834195533,4.351968719,3.992437692,4.413920152,4.588451098,4.826812451,3.772593348,4.394071974,4.86777367,4.85160809,4.676838179,4.634573526,3.762002895,4.190542761,4.339831646,3.269150879,3.68325151,4.854274753,3.670831845,4.362283912,4.618897681,4.854274753,4.581813169,4.780659678
emp140563,4,4,5,5,4,4,4,5,5,4,4,4,4,5,5,4,4,4,3,4,4,4,4,4,3.382774209,4.239047945,3.850160903,4.224527109,4.043129356,3.400005331,3.003918636,3.573545589,3.378170245,4.257302936,3.917340306,3.583906258,4.505090718,4.075142998,4.099556476,3.562474517,3.709150224,4.523975012,3.426173468,4.101929838,3.445926485,4.002495967,3.635919785,4.631247154
emp146439,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3.934175008,4.49042589,4.214387429,3.658311528,4.335075589,4.278431358,3.287520457,3.973110941,3.289823013,3.974024942,4.660178488,4.203622034,3.914029074,4.444853132,3.334231117,3.637991197,3.90827008,4.052260868,3.971194443,3.449376582,4.60728205,4.025009163,4.301133255,3.770178864
emp140869,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4.46514953,4.633059665,4.169127885,4.29238307,3.744944626,3.939424984,4.423473818,4.255818566,4.36962684,4.220366158,4.686816372,4.203903366,4.448329512,4.27946344,4.813519639,4.707285239,4.492616386,4.057704004,3.470911112,3.925039724,4.297939381,4.813519639,3.929191998,4.265859241
emp145410,4,5,4,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4.074474157,3.785100315,3.634805762,3.591246696,3.498357275,4.216442706,3.781749321,3.710659607,4.190568429,4.426895849,3.647822197,3.322957912,3.879407903,4.323280113,4.607758837,3.897591865,3.960821087,4.422518066,3.888745376,4.607758837,3.802615485,4.03077922,4.607758837,4.495837097
emp146479,4,5,5,4,5,3,3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,5,4,4.047070317,3.8852346,4.44536229,3.854396544,3.543063573,3.192122544,3.496742142,3.890562349,4.648196366,4.248663094,4.648196366,4.648196366,3.753709214,4.74337077,4.409787808,3.513036277,4.74337077,4.74337077,3.46515818,4.207164262,3.769528993,4.481652854,4.551410862,4.285313229
emp137183,4,5,4,4,4,4,3,4,4,4,4,4,4,5,4,3,5,3,4,4,4,4,4,4,4.18361586,4.176752103,4.063315763,4.252920636,3.900428093,3.407963428,3.783158901,4.430389275,3.855346753,4.61077888,4.269863222,3.771734015,3.895110786,4.363667629,3.965401443,4.44213891,4.022030983,3.999392676,4.077125579,4.24755834,4.197729479,4.071980117,4.571992656,2.940981415
