department,job_level,country,I am proud to work for this company.,I would recommend this company as a great place to work.,I feel motivated to do my best every day.,I see myself still working here in two years.,My work gives me a sense of personal accomplishment.,I trust the decisions made by senior leadership.,Leaders communicate a clear vision for the future.,I feel well-informed about what is going on.,Senior leaders are visible and approachable.,Leadership lives the values of the company.,My manager treats me with respect.,My manager gives me regular and useful feedback.,My manager supports my professional development.,My manager communicates clearly and effectively.,My manager motivates me to do my best work.,My team works well together.,I feel supported by my colleagues.,There is a strong sense of trust within my team.,People on my team help each other succeed.,I feel like I belong on my team.,I have the tools and resources I need.,I understand what is expected of me.,I can make decisions that affect my work.,I have the autonomy I need to be effective.,I can be myself at work without fear.,I have access to learning and development opportunities.,I am satisfied with the career opportunities available.,My development is a priority for my manager.,I am encouraged to develop new skills.,I have a clear understanding of how to progress.,I feel valued for the work I do.,I receive recognition when I do good work.,My contributions are acknowledged by my manager.,I maintain a healthy work-life balance.,My workload is manageable.,The company cares about my wellbeing.,I feel comfortable taking time off.,I can talk openly about stress or mental health.,I feel treated fairly regardless of background.,Diverse perspectives are valued in my team.,I feel a sense of belonging.,The company fosters an inclusive environment.,The company adapts quickly to change.,I am comfortable with the pace of change.,Innovation is encouraged.,We can respond to future challenges.,Communication across departments is effective.,I know where to find needed information.,Feedback from employees is taken seriously.,Internal communications are clear and timely.,I am fairly compensated.,The benefits meet my needs.,My pay reflects my performance.,People here act with integrity.,The company lives its values.,performance_24,tenure_years,leaving_date,employee_status,Benchmark: I am proud to work for this company.,Benchmark: I would recommend this company as a great place to work.,Benchmark: I feel motivated to do my best every day.,Benchmark: I see myself still working here in two years.,Benchmark: My work gives me a sense of personal accomplishment.,Benchmark: I trust the decisions made by senior leadership.,Benchmark: Leaders communicate a clear vision for the future.,Benchmark: I feel well-informed about what is going on.,Benchmark: Senior leaders are visible and approachable.,Benchmark: Leadership lives the values of the company.,Benchmark: My manager treats me with respect.,Benchmark: My manager gives me regular and useful feedback.,Benchmark: My manager supports my professional development.,Benchmark: My manager communicates clearly and effectively.,Benchmark: My manager motivates me to do my best work.,Benchmark: My team works well together.,Benchmark: I feel supported by my colleagues.,Benchmark: There is a strong sense of trust within my team.,Benchmark: People on my team help each other succeed.,Benchmark: I feel like I belong on my team.,Benchmark: I have the tools and resources I need.,Benchmark: I understand what is expected of me.,Benchmark: I can make decisions that affect my work.,Benchmark: I have the autonomy I need to be effective.,Benchmark: I can be myself at work without fear.,Benchmark: I have access to learning and development opportunities.,Benchmark: I am satisfied with the career opportunities available.,Benchmark: My development is a priority for my manager.,Benchmark: I am encouraged to develop new skills.,Benchmark: I have a clear understanding of how to progress.,Benchmark: I feel valued for the work I do.,Benchmark: I receive recognition when I do good work.,Benchmark: My contributions are acknowledged by my manager.,Benchmark: I maintain a healthy work-life balance.,Benchmark: My workload is manageable.,Benchmark: The company cares about my wellbeing.,Benchmark: I feel comfortable taking time off.,Benchmark: I can talk openly about stress or mental health.,Benchmark: I feel treated fairly regardless of background.,Benchmark: Diverse perspectives are valued in my team.,Benchmark: I feel a sense of belonging.,Benchmark: The company fosters an inclusive environment.,Benchmark: The company adapts quickly to change.,Benchmark: I am comfortable with the pace of change.,Benchmark: Innovation is encouraged.,Benchmark: We can respond to future challenges.,Benchmark: Communication across departments is effective.,Benchmark: I know where to find needed information.,Benchmark: Feedback from employees is taken seriously.,Benchmark: Internal communications are clear and timely.,Benchmark: I am fairly compensated.,Benchmark: The benefits meet my needs.,Benchmark: My pay reflects my performance.,Benchmark: People here act with integrity.,Benchmark: The company lives its values.,survey_id
Finance,Specialist/ Supervisor,Germany,6,5,6,7,6,6,7,5,5,7,7,6,7,6,5,7,7,7,7,7,6,6,5,6,7,7,6,5,7,7,6,6,7,3,5,5,5,6,6,6,7,7,6,6,7,5,3,6,5,7,5,6,6,6,6,3,1.8,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,clghtSXBul
Production,Entry Level/ Manual,Czechia,5,5,4,4,6,5,6,3,5,5,6,6,5,3,6,5,6,5,5,6,6,4,6,5,5,4,5,5,5,5,6,6,6,5,6,5,4,4,6,3,5,6,4,4,6,3,2,4,3,4,6,6,5,6,5,5,8.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,PSN0VZq18t
Sales,Entry Level/ Manual,Italy,5,5,5,5,6,5,4,5,4,5,6,6,5,5,4,6,5,6,6,6,5,5,5,4,6,6,5,4,5,6,6,5,5,5,5,6,5,4,5,6,6,6,4,6,5,4,4,5,3,6,4,5,6,6,6,5,1.5,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,30UPeBl6qW
Sales,Specialist/ Supervisor,France,7,6,6,7,6,5,5,6,4,6,5,6,6,5,7,6,6,6,5,7,5,7,6,6,6,7,7,6,6,5,7,6,7,5,5,5,7,5,6,6,5,5,6,7,7,7,5,5,5,5,5,7,5,7,4,4,1.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,QjM5KlsKI6
Sales,Entry Level/ Manual,Italy,5,6,6,6,7,6,5,5,4,6,7,7,6,5,6,6,6,6,6,5,5,6,6,6,6,4,6,6,6,5,5,7,7,6,5,5,6,5,6,5,6,5,5,5,6,5,5,5,5,5,6,6,5,7,6,5,0.9,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,Lnu57M7HVu
Production,Entry Level/ Manual,Germany,6,6,6,6,6,5,6,6,5,7,7,6,7,5,6,7,5,6,6,7,6,6,4,5,6,7,6,5,6,5,6,7,6,6,4,7,6,5,6,5,6,5,4,4,6,4,5,6,3,4,6,5,5,6,6,4,4.4,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,n4hqetyNBN
Production,Entry Level/ Manual,Germany,6,6,6,5,6,5,6,4,4,5,7,5,6,4,6,7,6,6,6,6,6,5,5,5,6,6,6,5,4,6,6,6,6,4,6,4,4,6,6,6,6,5,5,6,6,4,6,4,6,5,6,5,6,6,6,4,2.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,UjkzgfnT6Q
Sales,Specialist/ Supervisor,Italy,5,5,5,5,5,4,4,6,4,4,5,6,6,4,6,6,5,6,6,6,6,6,4,5,6,5,6,4,6,6,6,6,6,5,5,6,6,3,6,5,6,6,3,5,6,5,5,5,4,4,5,5,5,6,5,4,3.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,V3ealKN8kD
Production,Entry Level/ Manual,Germany,4,5,5,6,6,5,6,6,5,5,6,5,5,6,6,5,6,6,6,6,4,5,5,6,5,5,5,6,6,6,5,5,6,5,4,4,6,6,6,6,6,6,5,5,6,5,4,5,5,6,6,6,6,5,6,4,7.6,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,kYJ1rvMcc7
Finance,Director/ Head of,Germany,5,5,5,6,6,5,5,5,5,5,7,5,6,5,5,5,7,7,7,7,5,5,4,6,6,6,6,5,6,6,5,5,6,5,4,5,6,5,6,7,7,6,5,5,6,6,4,4,5,3,5,6,6,6,6,4,3.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,Vt49C7wBvE
Marketing,Entry Level/ Manual,Germany,7,6,7,6,6,6,5,7,5,7,7,7,7,7,6,6,6,7,7,6,5,7,7,6,7,7,5,6,6,7,4,7,7,5,5,6,6,6,7,7,7,5,6,7,7,4,6,7,6,6,6,7,7,7,5,5,2.5,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,7YbpX3fz4x
Customer Service,Entry Level/ Manual,Germany,5,6,6,6,6,5,6,5,5,4,7,7,6,6,5,6,6,6,6,6,6,6,5,5,6,6,5,6,5,5,5,5,6,3,6,6,6,4,6,6,6,5,5,6,6,4,4,5,4,4,5,4,5,6,6,5,1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,kIo6Vrd6pD
Production,Specialist/ Supervisor,Germany,5,6,6,6,6,5,5,6,5,4,6,6,6,6,5,5,6,6,6,6,5,5,4,5,6,5,5,5,5,4,5,6,6,3,5,4,5,3,6,5,6,6,5,5,5,6,5,5,4,5,4,5,5,6,6,3,4.4,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,w3zTRBAZx2
Marketing,Specialist/ Supervisor,Germany,6,6,6,7,6,6,4,5,5,7,7,5,7,6,6,7,7,6,6,7,5,6,6,4,5,5,6,7,6,7,7,5,7,5,5,6,6,5,7,7,6,6,5,5,7,7,5,5,4,7,6,6,5,7,6,3,2.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,7Qdj6DBlD0
Marketing,Entry Level/ Manual,Germany,7,6,6,6,7,6,4,7,6,6,5,6,7,6,6,6,7,6,6,7,7,6,5,6,6,7,7,6,7,6,7,7,7,5,6,4,6,4,6,5,7,7,5,6,7,6,5,6,5,6,6,6,6,7,6,4,2.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,2eduDYeds9
Marketing,Entry Level/ Manual,Germany,5,6,6,6,7,6,5,5,4,5,7,7,7,7,6,7,6,7,7,7,5,6,5,7,6,4,6,5,4,6,5,7,6,5,5,5,6,6,6,6,7,6,4,6,6,6,6,5,5,5,7,7,6,6,6,4,1.3,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,bBwmfVOOUQ
Production,Entry Level/ Manual,Czechia,6,6,6,7,7,5,6,6,6,4,7,7,6,5,5,7,7,7,7,7,6,5,7,6,6,7,6,6,6,6,5,6,6,5,6,6,7,6,6,5,4,6,5,6,7,6,5,6,6,5,5,6,6,7,5,5,10.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,WwvsTZAWEn
HR,Manager/ Senior Specialist,Czechia,6,5,6,5,5,5,5,6,5,4,7,6,6,7,5,7,6,6,6,7,6,6,5,5,6,5,6,5,6,6,6,6,6,6,5,4,4,5,6,6,6,5,4,5,6,5,5,6,6,5,5,6,5,6,4,4,1.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,KGOWKqRgER
Production,Entry Level/ Manual,Czechia,4,4,5,5,6,3,4,3,4,5,6,4,4,4,4,6,5,5,5,6,4,5,5,4,5,5,5,5,4,4,5,5,5,3,4,4,4,4,5,5,6,4,3,5,5,3,3,5,3,4,4,3,5,6,5,3,1.5,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,eZ8tO0ueOZ
Production,Entry Level/ Manual,Germany,7,7,6,6,7,6,6,6,5,5,7,7,7,5,7,6,6,6,6,7,6,6,4,6,5,5,6,6,7,6,6,6,6,5,5,6,6,4,6,4,6,5,5,6,6,4,5,6,6,5,7,5,7,7,4,4,7.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,ccRjXI8yO2
Customer Service,Specialist/ Supervisor,Germany,5,4,5,5,5,5,5,5,4,6,6,6,6,5,5,6,6,6,5,6,5,6,5,6,6,5,5,6,4,3,5,4,6,6,4,6,4,5,6,5,5,5,4,5,6,5,4,5,5,6,4,5,5,5,4,3,2,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,xLUpz7UqbZ
Sales,Specialist/ Supervisor,Italy,6,5,5,5,6,4,4,6,4,4,7,6,5,6,5,5,6,6,6,6,6,4,6,5,6,6,6,6,4,6,6,5,6,6,5,5,5,5,5,5,5,5,6,4,6,5,4,4,4,6,6,4,5,5,6,4,1.6,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,2uYwhhO2gN
Customer Service,Manager/ Senior Specialist,France,5,4,5,6,6,4,5,5,5,5,7,6,5,6,4,6,6,6,5,6,6,6,5,6,5,6,6,5,6,6,5,5,5,4,5,5,4,6,5,6,6,5,5,6,5,6,5,5,5,5,6,5,6,6,6,5,4.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,v7FvUd0fmp
Sales,Entry Level/ Manual,Netherlands,5,6,5,5,5,6,6,6,5,5,7,7,6,5,5,6,6,6,6,6,5,6,5,6,5,5,5,6,6,6,5,6,7,4,6,4,6,4,5,5,4,5,6,5,6,6,5,5,6,6,4,4,6,5,5,5,2.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,TmopS1bHsP
Production,Entry Level/ Manual,Czechia,4,2,4,2,5,3,5,2,4,3,5,5,5,4,4,3,5,5,4,5,4,4,5,4,4,4,4,5,4,5,5,5,5,3,4,2,5,3,4,5,5,4,3,5,5,5,3,5,5,3,4,4,4,5,3,3,5.5,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,qHe9o0KXS6
Production,Specialist/ Supervisor,Czechia,6,6,6,6,7,6,5,6,6,6,5,6,6,5,6,7,6,6,6,7,6,6,5,6,5,6,5,6,6,6,6,7,6,5,5,5,7,3,6,6,5,6,6,6,6,6,5,4,4,6,6,6,5,7,6,4,7.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,zuotUgdWnh
Production,Entry Level/ Manual,Czechia,6,6,5,4,6,7,6,6,6,5,6,5,5,5,5,6,7,7,7,7,6,6,5,5,6,6,5,5,5,5,5,5,6,5,4,7,6,5,5,6,6,5,4,5,6,4,5,5,5,5,4,6,5,5,6,3,10.6,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,i2Wq64pG2A
Sales,Entry Level/ Manual,France,6,6,7,7,7,7,6,5,4,6,7,7,7,7,5,6,6,6,5,6,6,7,5,5,6,5,6,6,6,5,6,6,7,5,5,6,5,6,6,5,6,6,5,6,7,6,6,5,4,6,5,5,6,7,6,5,1.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,JggEoDNdWz
Customer Service,Entry Level/ Manual,Germany,5,6,5,5,7,4,6,6,5,6,6,7,6,6,6,6,6,6,6,5,6,6,6,7,6,5,6,5,5,6,6,5,7,5,6,6,7,3,6,5,6,5,5,5,5,6,6,6,4,5,6,6,5,5,6,5,1.6,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,Aix4i99RnZ
R&D,Specialist/ Supervisor,Germany,6,5,6,6,7,5,6,5,5,5,7,5,6,5,6,6,6,5,6,7,6,6,6,5,6,5,6,6,6,5,5,6,6,4,4,6,5,6,6,6,7,5,6,5,6,4,4,5,3,4,5,6,5,7,5,4,4.8,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,RZojxoh9h8
Customer Service,Specialist/ Supervisor,France,6,6,6,6,7,3,4,6,4,6,6,4,6,6,6,7,6,7,6,7,6,6,5,6,7,5,6,6,6,6,5,7,6,6,5,6,5,6,6,7,7,5,5,6,4,5,5,5,4,3,6,3,5,6,5,4,4.5,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,7HWFIL69bp
R&D,Specialist/ Supervisor,Germany,4,3,4,4,5,5,4,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,3,5,5,5,5,5,3,5,4,5,4,5,5,4,5,4,4,5,5,4,4,5,5,4,4,4,5,5,4,1.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,pQwSOvQbpp
Production,Entry Level/ Manual,Czechia,6,6,6,5,7,4,6,6,4,5,7,5,5,5,5,5,6,6,6,7,6,6,6,5,5,6,5,6,6,6,5,5,7,4,5,6,6,5,6,6,6,6,6,7,5,4,5,6,4,6,3,4,5,6,6,5,1.2,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,norHwGLfJc
Sales,Specialist/ Supervisor,France,4,4,4,3,5,5,4,4,4,5,3,5,5,5,5,6,5,5,4,5,4,4,4,4,4,5,4,3,3,5,5,5,5,4,4,5,5,2,4,3,5,5,5,3,5,5,4,3,4,2,5,4,4,6,5,3,3.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,56nhbGqlHb
